id,airport_code,city,driver_name,driver_rating,driver_trips,cab_type,vehicle_model,passenger_capacity,base_fare,price_per_km,estimated_wait_minutes,is_electric,is_shuttle
4388,NAG,Nagpur,Sanjay Rao,4.92,1919,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
4389,DMO,Damoh,Manoj Gupta,4.64,1670,Executive Premium,Toyota Camry Hybrid,4,1200,35,10,0,0
4390,RGD,Raigarh,Manoj Gupta,4.43,1202,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
4391,ZER,Ziro,Rajesh Sharma,4.97,175,Hatchback (WagonR),Hyundai i10,4,250,12,10,0,0
4392,SRA,Shravasti,Praveen Nair,4.58,1479,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
4393,SHL,Shillong,Rajesh Sharma,4.6,1204,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
4394,ISK,Nashik,Gaurav Tiwari,4.62,1975,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
4395,GAW,Guwahati,Sunil Yadav,4.88,1139,Executive Premium,Mercedes C-Class,4,1200,35,10,0,0
4396,KAR,Karad / Satara,Amit Kumar,4.54,2273,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
4397,DED,Dehradun,Amit Kumar,4.73,835,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
4398,SIH,Sirohi,Sunil Yadav,4.7,541,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,14,1,0
4399,MAL,Malda,Rajesh Sharma,4.63,1799,Executive Premium,Skoda Superb,4,1200,35,13,0,0
4400,DBR,Darbhanga,Anil Deshmukh,4.97,593,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
4401,DON,Bhadrak / Dhamra,Deepak Joshi,4.64,268,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,8,1,0
4402,IXA,Agartala,Manoj Gupta,4.41,1151,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
4403,SXV,Shivamogga,Rahul Banerjee,4.74,2215,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
4404,RPR,Raipur,Vijay Reddy,4.42,1496,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
4405,KNU,Kanpur,Rohan Mehta,4.4,2293,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,6,0,0
4406,GAW,Guwahati,Rohan Mehta,4.73,2140,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,8,0,0
4407,IXR,Ranchi,Anil Deshmukh,4.8,1048,Executive Premium,Toyota Camry Hybrid,4,1200,35,6,0,0
4408,MRA,Noida / Jewar,Deepak Joshi,4.58,750,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
4409,IXA,Agartala,Suresh Patel,4.5,1057,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
4410,AMRE,Amreli,Suresh Patel,4.87,746,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
4411,PAL,Pali,Pankaj Das,4.46,1906,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
4412,IXJ,Jammu,Deepak Joshi,4.54,1668,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
4413,NMS,Naliya,Mahesh Choudhary,4.58,1292,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
4414,BOM,Mumbai,Pankaj Das,4.74,191,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
4415,IXR,Ranchi,Mahesh Choudhary,4.89,555,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
4416,JHW,Jhalawar,Santosh Kulkarni,4.95,1698,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4417,AJL,Aizawl,Sanjay Rao,4.96,1219,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
4418,COK,Kochi,Amit Kumar,4.47,2069,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,14,0,0
4419,IDR,Indore,Vijay Reddy,4.79,93,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
4420,GWL,Gwalior,Mahesh Choudhary,4.48,1173,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
4421,IXY,Kandla,Sunil Yadav,4.53,2391,Executive Premium,Mercedes C-Class,4,1200,35,13,0,0
4422,JRH,Jorhat,Rahul Banerjee,4.88,1551,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
4423,BVC,Bhavnagar,Sunil Yadav,4.94,422,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
4424,BPI,Mayurbhanj,Suresh Patel,4.95,303,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,6,1,0
4425,RMD,Ratnagiri,Anil Deshmukh,4.8,303,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,8,1,0
4426,TEZ,Tezpur,Dinesh Pillai,4.68,2115,Sedan (Dzire/Etios),Toyota Etios,4,350,14,3,0,0
4427,NAG,Nagpur,Dinesh Pillai,4.85,577,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,9,0,0
4428,LGP,Rupsi / Dhubri,Sanjay Rao,4.55,2036,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
4429,JLR,Jabalpur,Dinesh Pillai,4.83,1484,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4430,GOP,Ganjam / Gopalpur,Vikram Singh,4.91,1841,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,6,1,0
4431,COK,Kochi,Sanjay Rao,4.45,2172,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,10,0,0
4432,DBR,Darbhanga,Rajesh Sharma,4.5,2092,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,4,0,0
4433,IXE,Mangaluru,Deepak Joshi,4.8,1195,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,4,0,0
4434,RKG,Durgapur,Suresh Patel,4.62,1139,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
4435,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Gaurav Tiwari,4.53,516,Hatchback (WagonR),Hyundai i10,4,250,12,11,0,0
4436,IXB,Siliguri / Bagdogra,Mahesh Choudhary,4.61,1563,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
4437,DUM,Dumka,Gaurav Tiwari,4.97,164,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
4438,DIU,Diu,Harpreet Singh,4.61,870,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,11,0,0
4439,IMF,Imphal,Vikram Singh,4.51,1101,Airport Express Shuttle,Force Traveller AC,12,180,8,5,0,1
4440,NEEM,Neemuch,Sanjay Rao,4.58,1905,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
4441,COK,Kochi,Rohan Mehta,4.67,698,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
4442,MRA,Noida / Jewar,Pankaj Das,4.45,1959,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
4443,SXR,Srinagar,Pankaj Das,4.65,270,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,5,1,0
4444,PUR,Purulia,Sanjay Rao,4.9,1879,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
4445,ROU,Rourkela,Sanjay Rao,4.76,378,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
4446,BPI,Mayurbhanj,Suresh Patel,4.78,262,Executive Premium,Skoda Superb,4,1200,35,13,0,0
4447,PNY,Puducherry,Praveen Nair,4.65,155,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4448,MOR,Moradabad,Suresh Patel,4.44,1941,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4449,IMF,Imphal,Mahesh Choudhary,4.82,1004,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,12,1,0
4450,HIR,Sambalpur,Gaurav Tiwari,4.56,2228,Sedan (Dzire/Etios),Toyota Etios,4,350,14,9,0,0
4451,SRA,Shravasti,Pankaj Das,4.89,2139,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
4452,KBK,Kushinagar,Vijay Reddy,4.65,1340,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
4453,REW,Rewa,Sunil Yadav,4.44,538,Airport Express Shuttle,Force Traveller AC,12,180,8,5,0,1
4454,SAH,Saharanpur,Santosh Kulkarni,4.92,1595,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
4455,SAH,Saharanpur,Suresh Patel,4.49,271,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
4456,STV,Surat,Ramesh Verma,4.78,1725,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,11,1,0
4457,IXL,Leh (Ladakh),Manoj Gupta,4.54,1492,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
4458,REW,Rewa,Suresh Patel,4.56,1330,Hatchback (WagonR),Hyundai i10,4,250,12,4,0,0
4459,IXY,Kandla,Mahesh Choudhary,4.73,793,Executive Premium,Mercedes C-Class,4,1200,35,13,0,0
4460,NVY,Neyveli,Amit Kumar,4.63,472,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,9,1,0
4461,CFH,Chitrakoot,Harpreet Singh,4.4,2100,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,6,0,0
4462,CKU,Chakulia,Rahul Banerjee,4.79,1050,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,14,1,0
4463,PBN,Parbhani,Suresh Patel,4.6,122,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
4464,BHO,Bhopal,Ramesh Verma,4.75,1622,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
4465,IXR,Ranchi,Suresh Patel,4.62,1842,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
4466,MAL,Malda,Amit Kumar,4.9,941,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
4467,BLT,Balurghat,Sanjay Rao,4.41,1443,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
4468,SIV,Sivasagar,Deepak Joshi,4.89,752,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
4469,ROU,Rourkela,Deepak Joshi,4.97,1964,Executive Premium,Toyota Camry Hybrid,4,1200,35,12,0,0
4470,STV,Surat,Suresh Patel,4.5,431,Executive Premium,Skoda Superb,4,1200,35,12,0,0
4471,SIV,Sivasagar,Sunil Yadav,4.9,416,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
4472,IDR,Indore,Pankaj Das,4.47,2044,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4473,BVC,Bhavnagar,Mahesh Choudhary,4.7,1784,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,5,1,0
4474,PYG,Gangtok / Pakyong (Sikkim),Deepak Joshi,4.69,146,Airport Express Shuttle,Force Traveller AC,12,180,8,11,0,1
4475,MAA,Chennai,Sunil Yadav,4.46,946,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,7,0,0
4476,BLR,Bengaluru,Manoj Gupta,4.84,1053,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
4477,IXA,Agartala,Sunil Yadav,4.87,1969,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
4478,PGH,Pantnagar / Nainital,Vikram Singh,4.62,494,Executive Premium,Skoda Superb,4,1200,35,8,0,0
4479,NVM,Navi Mumbai,Santosh Kulkarni,4.56,1542,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
4480,AMR,Amravati,Sanjay Rao,4.86,704,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
4481,ASL,Asansol,Suresh Patel,4.87,2028,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
4482,LUD,Ludhiana,Anil Deshmukh,4.43,2194,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,10,0,0
4483,JAI,Jaipur,Sanjay Rao,4.58,652,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
4484,HBX,Hubballi / Dharwad,Manoj Gupta,4.45,1709,Sedan (Dzire/Etios),Toyota Etios,4,350,14,12,0,0
4485,SLV,Shimla,Ramesh Verma,4.68,1893,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
4486,PINJ,Panchkula / Pinjore,Mahesh Choudhary,4.49,405,Executive Premium,Skoda Superb,4,1200,35,12,0,0
4487,KARN,Karnal,Suresh Patel,4.6,941,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,13,0,0
4488,AMD,Ahmedabad,Deepak Joshi,4.41,966,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
4489,JDH,Jodhpur,Pankaj Das,4.97,1388,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,7,0,0
4490,IDR,Indore,Anil Deshmukh,4.95,564,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
4491,PNV,Porbandar,Vikram Singh,4.5,1063,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
4492,AGR,Agra,Rahul Banerjee,4.78,1385,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
4493,PGH,Pantnagar / Nainital,Rajesh Sharma,4.74,1465,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,5,0,0
4494,UDR,Udaipur,Sunil Yadav,4.48,1331,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
4495,IXB,Siliguri / Bagdogra,Suresh Patel,4.71,804,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,14,0,0
4496,PNY,Puducherry,Pankaj Das,4.89,955,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,10,0,0
4497,RXL,Raxaul,Rajesh Sharma,4.66,542,Hatchback (WagonR),Hyundai i10,4,250,12,4,0,0
4498,ANK,Ankleshwar,Dinesh Pillai,4.88,1291,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
4499,KQH,Ajmer / Kishangarh,Mahesh Choudhary,4.46,1371,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,13,1,0
4500,IMF,Imphal,Deepak Joshi,4.75,696,Sedan (Dzire/Etios),Toyota Etios,4,350,14,12,0,0
4501,SXV,Shivamogga,Rahul Banerjee,4.6,1539,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
4502,VTZ,Visakhapatnam,Praveen Nair,4.85,823,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
4503,DHR,Dibrugarh,Deepak Joshi,4.75,2068,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,4,1,0
4504,IXJ,Jammu,Vikram Singh,4.52,1788,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
4505,NMS,Naliya,Gaurav Tiwari,4.49,1101,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,11,0,0
4506,KOK,Kokrajhar,Amit Kumar,4.61,412,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,7,0,0
4507,JRH,Jorhat,Rahul Banerjee,4.55,1513,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,4,1,0
4508,HBI,Itanagar,Manoj Gupta,4.7,1110,Executive Premium,Skoda Superb,4,1200,35,11,0,0
4509,KAR,Karad / Satara,Gaurav Tiwari,4.75,1502,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,8,0,0
4510,DHM,Dharamshala / Kangra,Vikram Singh,4.89,1475,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,14,1,0
4511,RPR,Raipur,Dinesh Pillai,4.84,1947,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
4512,HZD,Hazaribagh,Pankaj Das,4.48,1454,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,6,1,0
4513,MRA,Noida / Jewar,Gaurav Tiwari,4.44,1029,Sedan (Dzire/Etios),Toyota Etios,4,350,14,4,0,0
4514,SNE,Singrauli,Santosh Kulkarni,4.88,1082,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
4515,JGA,Jamnagar,Sanjay Rao,4.47,2370,Executive Premium,Mercedes C-Class,4,1200,35,8,0,0
4516, سات,Satna,Sunil Yadav,4.45,203,Executive Premium,Skoda Superb,4,1200,35,9,0,0
4517,CNN,Kannur,Santosh Kulkarni,4.94,105,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
4518,IMF,Imphal,Santosh Kulkarni,4.42,173,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
4519,OSB,Dharashiv,Santosh Kulkarni,4.51,1695,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
4520,DHR,Dibrugarh,Ramesh Verma,4.93,627,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
4521,PBF,Bilaspur,Ramesh Verma,4.79,295,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
4522,CJB,Coimbatore,Sanjay Rao,4.93,2200,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,10,0,0
4523,TCR,Thoothukudi (Tuticorin),Sunil Yadav,4.47,127,Executive Premium,Toyota Camry Hybrid,4,1200,35,10,0,0
4524,GOX,Goa (Mopa),Santosh Kulkarni,4.69,1232,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
4525,VNS,Varanasi,Mahesh Choudhary,4.54,915,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
4526,KOK,Kokrajhar,Sunil Yadav,4.67,321,Hatchback (WagonR),Hyundai i10,4,250,12,3,0,0
4527,HZD,Hazaribagh,Pankaj Das,4.81,808,Airport Express Shuttle,Force Traveller AC,12,180,8,11,0,1
4528,SIH,Sirohi,Rohan Mehta,4.49,338,Executive Premium,Toyota Camry Hybrid,4,1200,35,6,0,0
4529,CJB,Coimbatore,Suresh Patel,4.85,1410,Executive Premium,Mercedes C-Class,4,1200,35,11,0,0
4530,JLR,Jabalpur,Rohan Mehta,4.58,400,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
4531,AYJ,Ayodhya,Manoj Gupta,4.65,1730,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,7,1,0
4532,GAY,Gaya,Sunil Yadav,4.87,1408,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,11,0,0
4533,AMD,Ahmedabad,Gaurav Tiwari,4.92,1538,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,7,1,0
4534,JRG,Jharsuguda,Sanjay Rao,4.47,247,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4535,BDQ,Vadodara,Sanjay Rao,4.66,1397,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
4536,JGD,Jagdalpur,Suresh Patel,4.77,1632,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,3,0,0
4537,PBN,Parbhani,Anil Deshmukh,4.86,2332,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
4538,LAT,Latur,Ramesh Verma,4.59,1498,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
4539,ALD,Aligarh,Mahesh Choudhary,4.67,383,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,9,0,0
4540,SXR,Srinagar,Anil Deshmukh,4.64,1945,Hatchback (WagonR),Tata Tiago,4,250,12,7,0,0
4541,PINJ,Panchkula / Pinjore,Anil Deshmukh,4.85,1415,Executive Premium,Skoda Superb,4,1200,35,14,0,0
4542,DEL,New Delhi,Sanjay Rao,4.59,1389,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
4543,IXE,Mangaluru,Rohan Mehta,4.43,1914,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4544,AMB,Ambikapur,Gaurav Tiwari,4.95,111,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
4545,KQH,Ajmer / Kishangarh,Anil Deshmukh,4.42,1290,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
4546,KOP,Kolhapur,Harpreet Singh,4.6,1190,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,9,0,0
4547,HJR,Khajuraho,Pankaj Das,4.58,2214,Executive Premium,Skoda Superb,4,1200,35,12,0,0
4548,TCR,Thoothukudi (Tuticorin),Dinesh Pillai,4.48,1945,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,12,1,0
4549,LUD,Ludhiana,Pankaj Das,4.96,2029,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,11,0,0
4550,CCJ,Kozhikode (Calicut),Vijay Reddy,4.84,1493,Executive Premium,Mercedes C-Class,4,1200,35,9,0,0
4551,HSS,Hisar,Sanjay Rao,4.77,494,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
4552,JAI,Jaipur,Vijay Reddy,4.46,2162,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,7,0,0
4553,PYG,Gangtok / Pakyong (Sikkim),Sunil Yadav,4.71,1168,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,8,0,0
4554,COB,Cooch Behar,Deepak Joshi,4.67,215,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,11,0,0
4555,BGP,Bhagalpur,Pankaj Das,4.87,1126,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4556,KOP,Kolhapur,Anil Deshmukh,4.85,827,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,3,0,0
4557,DMU,Dimapur,Suresh Patel,4.65,1710,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
4558,NVM,Navi Mumbai,Anil Deshmukh,4.7,209,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
4559,NVM,Navi Mumbai,Rajesh Sharma,4.58,1500,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
4560,DHR,Dibrugarh,Suresh Patel,4.68,1407,Hatchback (WagonR),Hyundai i10,4,250,12,6,0,0
4561,KARN,Karnal,Vikram Singh,4.73,106,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
4562,ANK,Ankleshwar,Amit Kumar,4.73,169,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
4563,IMF,Imphal,Praveen Nair,4.76,1825,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,5,0,0
4564,IXC,Chandigarh,Deepak Joshi,4.44,969,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,11,0,0
4565,DIU,Diu,Rahul Banerjee,4.56,2349,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
4566,SAG,Shirdi,Praveen Nair,4.45,1895,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
4567,VDY,Vidyanagar / Ballari,Santosh Kulkarni,4.91,293,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
4568,RAT,Ratlam,Anil Deshmukh,4.73,712,Executive Premium,Skoda Superb,4,1200,35,12,0,0
4569,KOR,Koraput,Anil Deshmukh,4.62,1934,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
4570,GBI,Kalaburagi (Gulbarga),Vijay Reddy,4.93,664,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
4571,RAT,Ratlam,Praveen Nair,4.48,1747,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
4572,IXR,Ranchi,Rohan Mehta,4.86,1618,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
4573,NPL,Narnaul,Rajesh Sharma,4.53,486,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,12,0,0
4574,IXY,Kandla,Pankaj Das,4.96,981,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,6,0,0
4575,BLT,Balurghat,Rajesh Sharma,4.97,443,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,6,0,0
4576,HIR,Sambalpur,Ramesh Verma,4.45,1500,Hatchback (WagonR),Tata Tiago,4,250,12,11,0,0
4577,GAW,Guwahati,Dinesh Pillai,4.87,1271,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
4578,BLT,Balurghat,Dinesh Pillai,4.52,1370,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
4579,BHO,Bhopal,Deepak Joshi,4.74,1309,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
4580,NWP,Pithoragarh,Mahesh Choudhary,4.87,1141,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,14,0,0
4581,SAG,Shirdi,Rahul Banerjee,4.6,1288,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
4582,VJZ,Bhogapuram / Vizianagaram,Anil Deshmukh,4.4,1732,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,8,1,0
4583,SAH,Saharanpur,Dinesh Pillai,4.68,778,Airport Express Shuttle,Force Traveller AC,12,180,8,11,0,1
4584,PNY,Puducherry,Vijay Reddy,4.94,2207,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,3,1,0
4585,AYJ,Ayodhya,Deepak Joshi,4.63,2265,Sedan (Dzire/Etios),Toyota Etios,4,350,14,3,0,0
4586,ZER,Ziro,Dinesh Pillai,4.8,1009,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
4587,IMF,Imphal,Rajesh Sharma,4.73,1464,Executive Premium,Toyota Camry Hybrid,4,1200,35,9,0,0
4588,IXT,Pasighat,Anil Deshmukh,4.96,816,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
4589,AMH,Azamgarh,Sunil Yadav,4.68,1847,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
4590,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Rajesh Sharma,4.43,1224,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
4591,DED,Dehradun,Ramesh Verma,4.6,385,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
4592,PGH,Pantnagar / Nainital,Deepak Joshi,4.54,662,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,7,0,0
4593,HZD,Hazaribagh,Sanjay Rao,4.41,1780,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
4594,AKL,Akola,Praveen Nair,4.69,1156,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,13,0,0
4595,JLR,Jabalpur,Rahul Banerjee,4.69,1438,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
4596,RAT,Ratlam,Suresh Patel,4.85,2074,Hatchback (WagonR),Hyundai i10,4,250,12,11,0,0
4597,AYJ,Ayodhya,Rohan Mehta,4.94,1415,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,10,1,0
4598,KOP,Kolhapur,Amit Kumar,4.51,2198,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
4599,CKU,Chakulia,Manoj Gupta,4.94,1962,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
4600,KBK,Kushinagar,Rohan Mehta,4.62,2000,Hatchback (WagonR),Tata Tiago,4,250,12,11,0,0
4601,DEL,New Delhi,Suresh Patel,4.88,1021,Executive Premium,Toyota Camry Hybrid,4,1200,35,10,0,0
4602,TEZ,Tezpur,Vijay Reddy,4.81,2399,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,14,0,0
4603,SAH,Saharanpur,Deepak Joshi,4.9,902,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
